Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP,Sending_Country_GDP_Per_Capita,Receiving_Country_GDP_Per_Capita
Turkey,Panama,2022,0.353621388,USD millions,INEC,Latin America,TUR,PAN,1194401.44255695,70048.9853448611,14055.10315,15917.42754
Turks and Caicos Islands,Ecuador,2021,0.10900262,USD millions,Central Bank Data,Latin America,TCA,ECU,1696.05983366285,102825.145845295,37487.78449,5815.094774
Turks and Caicos Islands,Haiti,2019,33.914718740,USD millions,Central Bank Data,Latin America,TCA,HTI,1976.932863411,15485.274058243,45798.37982,1394.421141
Turks and Caicos Islands,Jamaica,2022,14.433990492,USD millions,Central Bank Data,Latin America,TCA,JAM,1934.98587565397,14806.3802902635,42205.2888,5215.086058
Turks and Caicos Islands,Mexico,2022,0.103363,USD millions,Central Bank Data,Latin America,TCA,MEX,1934.98587565397,1287850.32341001,42205.2888,10013.36686
Turks and Caicos Islands,Panama,2022,0.242319539,USD millions,INEC,Latin America,TCA,PAN,1934.98587565397,70048.9853448611,42205.2888,15917.42754
Uganda,Ecuador,2021,0.03159125,USD millions,Central Bank Data,Latin America,UGA,ECU,42210.5859527826,102825.145845295,919.4016752,5815.094774
Uganda,Mexico,2022,0.004288,USD millions,Central Bank Data,Latin America,UGA,MEX,44147.216889624,1287850.32341001,933.0940564,10013.36686
Uganda,Panama,2022,0.009844711,USD millions,INEC,Latin America,UGA,PAN,44147.216889624,70048.9853448611,933.0940564,15917.42754
Ukraine,Ecuador,2021,2.35829893,USD millions,Central Bank Data,Latin America,UKR,ECU,101499.127457564,102825.145845295,2426.612305,5815.094774
Ukraine,Mexico,2022,0.032432,USD millions,Central Bank Data,Latin America,UKR,MEX,72309.41540967379,1287850.32341001,1874.662964,10013.36686
Ukraine,Panama,2022,0.144711259,USD millions,INEC,Latin America,UKR,PAN,72309.41540967379,70048.9853448611,1874.662964,15917.42754
United Arab Emirates,Colombia,2022,11.972979220,USD millions,Central Bank Data,Latin America,ARE,COL,430077.804445494,354752.90089902,42687.72072,6856.725905
United Arab Emirates,Ecuador,2021,0.88823674,USD millions,Central Bank Data,Latin America,ARE,ECU,400036.290964175,102825.145845295,41778.58388,5815.094774
United Arab Emirates,Mexico,2022,1.108801,USD millions,Central Bank Data,Latin America,ARE,MEX,430077.804445494,1287850.32341001,42687.72072,10013.36686
United Arab Emirates,Panama,2022,0.603113707,USD millions,INEC,Latin America,ARE,PAN,430077.804445494,70048.9853448611,42687.72072,15917.42754
United Kingdom,Brazil,2022,462.21656999,USD millions,Central Bank Data,Latin America,GBR,BRA,3223545.4108056203,1899505.37755802,47682.76153,9032.084816
United Kingdom,Chile,2021,4.480732809,USD millions,Central Bank Data,Latin America,GBR,CHL,3074755.37897802,273390.12003128,45902.8332,14051.47136
United Kingdom,Colombia,2022,269.797973655,USD millions,Central Bank Data,Latin America,GBR,COL,3223545.4108056203,354752.90089902,47682.76153,6856.725905
United Kingdom,Ecuador,2021,71.11826076,USD millions,Central Bank Data,Latin America,GBR,ECU,3074755.37897802,102825.145845295,45902.8332,5815.094774
United Kingdom,Jamaica,2022,287.742154116,USD millions,Central Bank Data,Latin America,GBR,JAM,3223545.4108056203,14806.3802902635,47682.76153,5215.086058
United Kingdom,Mexico,2022,134.48142,USD millions,Central Bank Data,Latin America,GBR,MEX,3223545.4108056203,1287850.32341001,47682.76153,10013.36686
United Kingdom,Panama,2022,1.773870157,USD millions,INEC,Latin America,GBR,PAN,3223545.4108056203,70048.9853448611,47682.76153,15917.42754
United Republic of Tanzania,Ecuador,2021,0.01700022,USD millions,Central Bank Data,Latin America,TZA,ECU,64226.4315831539,102825.145845295,1054.317261,5815.094774
United Republic of Tanzania,Mexico,2022,0.020896,USD millions,Central Bank Data,Latin America,TZA,MEX,67159.014151451,1287850.32341001,1070.585327,10013.36686
United States of America,Bolivia,2022,298,USD millions,Central Bank Data,Latin America,USA,BOL,21443388.432051,38319.7283375714,64198.43249,3172.910467
United States of America,Brazil,2022,"2,231.74042709",USD millions,Central Bank Data,Latin America,USA,BRA,21443388.432051,1899505.37755802,64198.43249,9032.084816
United States of America,Chile,2021,139.514201313,USD millions,Central Bank Data,Latin America,USA,CHL,20917853.4446683,273390.12003128,62986.65631,14051.47136
United States of America,Colombia,2022,"5,059.152234664",USD millions,Central Bank Data,Latin America,USA,COL,21443388.432051,354752.90089902,64198.43249,6856.725905
United States of America,Costa Rica,2022,"8,320.519017729",USD millions,Central Bank Data,Latin America,USA,CRI,21443388.432051,69549.85603306709,64198.43249,13686.16141
United States of America,Dominican Republic,2022,"8,320.519017729",USD millions,Central Bank Data,Latin America,USA,DOM,21443388.432051,97686.4508239666,64198.43249,8698.135921
United States of America,Ecuador,2021,"4,981.2321893",USD millions,Central Bank Data,Latin America,USA,ECU,20917853.4446683,102825.145845295,62986.65631,5815.094774
United States of America,Haiti,2019,"1,775.362862703",USD millions,Central Bank Data,Latin America,USA,HTI,20159639.089698102,15485.274058243,61047.96482,1394.421141
United States of America,Honduras,2022,"8,562.962187090",USD millions,Central Bank Data,Latin America,USA,HND,21443388.432051,25973.6726317766,64198.43249,2482.223849
United States of America,Jamaica,2022,"2,085.613553975",USD millions,Central Bank Data,Latin America,USA,JAM,21443388.432051,14806.3802902635,64198.43249,5215.086058
United States of America,Mexico,2022,"55,864.008664",USD millions,Central Bank Data,Latin America,USA,MEX,21443388.432051,1287850.32341001,64198.43249,10013.36686
United States of America,Nicaragua,2022,"2,157",USD millions,Central Bank Data,Latin America,USA,NIC,21443388.432051,14644.1463457189,64198.43249,2175.738991
United States of America,Panama,2022,339.229475464,USD millions,INEC,Latin America,USA,PAN,21443388.432051,70048.9853448611,64198.43249,15917.42754
United States of America,Paraguay,2022,98.476961780,USD millions,Central Bank Data,Latin America,USA,PRY,21443388.432051,42037.90309474491,64198.43249,6218.197907
United States of America,Suriname,2022,17.256844373,USD millions,Central Bank Data,Latin America,USA,SUR,21443388.432051,4412.832154845641,64198.43249,7081.333573
United States Virgin Islands,Mexico,2022,0.104929,USD millions,Central Bank Data,Latin America,VIR,MEX,3898.53441835646,1287850.32341001,36983.43106,10013.36686
United States Virgin Islands,Panama,2022,0.003401734,USD millions,INEC,Latin America,VIR,PAN,3898.53441835646,70048.9853448611,36983.43106,15917.42754
Uruguay,Ecuador,2021,3.54366772,USD millions,Central Bank Data,Latin America,URY,ECU,59156.8578537605,102825.145845295,17416.00522,5815.094774
Uruguay,Mexico,2022,10.319234,USD millions,Central Bank Data,Latin America,URY,MEX,61810.7688013209,1287850.32341001,18228.35584,10013.36686
Uruguay,Panama,2022,2.251356191,USD millions,INEC,Latin America,URY,PAN,61810.7688013209,70048.9853448611,18228.35584,15917.42754
Uzbekistan,Ecuador,2021,0.22429882,USD millions,Central Bank Data,Latin America,UZB,ECU,117891.622986822,102825.145845295,3442.724845,5815.094774
Uzbekistan,Mexico,2022,0.079288,USD millions,Central Bank Data,Latin America,UZB,MEX,124966.702851263,1287850.32341001,3576.715527,10013.36686
Vanuatu,Ecuador,2021,0.0176409,USD millions,Central Bank Data,Latin America,VUT,ECU,815.5366737660021,102825.145845295,2666.302698,5815.094774
Venezuela,Colombia,2022,14.716649206,USD millions,Central Bank Data,Latin America,VEN,COL,,354752.90089902,,6856.725905
Venezuela,Ecuador,2021,1.69592466,USD millions,Central Bank Data,Latin America,VEN,ECU,,102825.145845295,,5815.094774
Venezuela,Mexico,2022,0.31243,USD millions,Central Bank Data,Latin America,VEN,MEX,,1287850.32341001,,10013.36686
Venezuela,Panama,2022,0.201066621,USD millions,INEC,Latin America,VEN,PAN,,70048.9853448611,,15917.42754
Viet Nam,Mexico,2022,0.001074,USD millions,Central Bank Data,Latin America,VNM,MEX,360611.028837664,1287850.32341001,3617.663115,10013.36686
Viet Nam,Panama,2022,0.0007246,USD millions,INEC,Latin America,VNM,PAN,360611.028837664,70048.9853448611,3617.663115,15917.42754
Yemen,Ecuador,2021,0.25918,USD millions,Central Bank Data,Latin America,YEM,ECU,,102825.145845295,916.1299044,5815.094774
Yemen,Mexico,2022,0.005701,USD millions,Central Bank Data,Latin America,YEM,MEX,,1287850.32341001,903.5336454,10013.36686
Zambia,Ecuador,2021,0.01060072,USD millions,Central Bank Data,Latin America,ZMB,ECU,24879.098747886103,102825.145845295,1269.108218,5815.094774
Zambia,Mexico,2022,0.00067,USD millions,Central Bank Data,Latin America,ZMB,MEX,26175.604214189498,1287850.32341001,1298.84805,10013.36686
Zimbabwe,Ecuador,2021,0.001468,USD millions,Central Bank Data,Latin America,ZWE,ECU,20718.530620626203,102825.145845295,1311.531,5815.094774
Zimbabwe,Mexico,2022,0.000329,USD millions,Central Bank Data,Latin America,ZWE,MEX,21990.477716189,1287850.32341001,1368.498418,10013.36686
Russian Federation,Armenia,2018,1049.5639099999999,USD millions,Roland Kpodar (IMF),Asia,RUS,ARM,1430116.27851549,11958.638938496,9674.787109,4027.83393
Russian Federation,Armenia,2019,1055.640041,USD millions,Roland Kpodar (IMF),Asia,RUS,ARM,1461551.31710621,12867.4954976469,9882.024414,4343.458396
Russian Federation,Armenia,2020,824.360442,USD millions,Roland Kpodar (IMF),Asia,RUS,ARM,1422766.79479499,11941.0358219185,9632.325195,4032.090435
United States,Armenia,2018,223.97581,USD millions,Roland Kpodar (IMF),Asia,USA,ARM,19651869.1175825,11958.638938496,59817.65568,4027.83393
United States,Armenia,2019,280.91130599999997,USD millions,Roland Kpodar (IMF),Asia,USA,ARM,20159639.089698102,12867.4954976469,61047.96482,4343.458396
United States,Armenia,2020,458.719932,USD millions,Roland Kpodar (IMF),Asia,USA,ARM,19723580.2219382,11941.0358219185,59484.03355,4032.090435
Angola,Brazil,2018,8.5,USD millions,Roland Kpodar (IMF),Latin America,AGO,BRA,86872.9660328735,1797736.84496916,2775.746423,8722.336303
Angola,Brazil,2019,9.0,USD millions,Roland Kpodar (IMF),Latin America,AGO,BRA,86262.8806849456,1819683.21769938,2664.43851,8771.440513
Angola,Brazil,2020,6.5,USD millions,Roland Kpodar (IMF),Latin America,AGO,BRA,81399.1942507301,1760056.58779546,2433.376373,8435.011433
Bolivia,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,BOL,BRA,37364.9589284415,1797736.84496916,3246.764348,8722.336303
Bolivia,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,BOL,BRA,38193.2300802463,1819683.21769938,3272.38171,8771.440513
Bolivia,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,BOL,BRA,34855.949803364405,1760056.58779546,2949.81955,8435.011433
Canada,Brazil,2018,48.1,USD millions,Roland Kpodar (IMF),Latin America,CAN,BRA,1664832.88787371,1797736.84496916,44907.34369,8722.336303
Canada,Brazil,2019,45.5,USD millions,Roland Kpodar (IMF),Latin America,CAN,BRA,1696605.09055184,1819683.21769938,45100.29151,8771.440513
Canada,Brazil,2020,48.6,USD millions,Roland Kpodar (IMF),Latin America,CAN,BRA,1611126.16562503,1760056.58779546,42366.12854,8435.011433
China,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,CHN,BRA,13745158.2751367,1797736.84496916,9798.652852,8722.336303
China,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,CHN,BRA,14579283.5281484,1819683.21769938,10356.48042,8771.440513
China,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,CHN,BRA,14920466.2345653,1760056.58779546,10573.64201,8435.011433
France,Brazil,2018,71.2,USD millions,Roland Kpodar (IMF),Latin America,FRA,BRA,2556210.83276002,1797736.84496916,38062.4436,8722.336303
France,Brazil,2019,82.1,USD millions,Roland Kpodar (IMF),Latin America,FRA,BRA,2608036.6389061203,1819683.21769938,38705.20729,8771.440513
France,Brazil,2020,74.0,USD millions,Roland Kpodar (IMF),Latin America,FRA,BRA,2413981.86767636,1760056.58779546,35709.20459,8435.011433
Germany,Brazil,2018,70.7,USD millions,Roland Kpodar (IMF),Latin America,DEU,BRA,3637409.36550255,1797736.84496916,43874.0131,8722.336303
Germany,Brazil,2019,63.1,USD millions,Roland Kpodar (IMF),Latin America,DEU,BRA,3673343.09074263,1819683.21769938,44207.63206,8771.440513
Germany,Brazil,2020,60.0,USD millions,Roland Kpodar (IMF),Latin America,DEU,BRA,3522914.63971192,1760056.58779546,42362.64721,8435.011433
Haiti,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,HTI,BRA,15756.7786379976,1797736.84496916,1437.352519,8722.336303
Haiti,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,HTI,BRA,15485.274058243,1819683.21769938,1394.421141,8771.440513
Haiti,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,HTI,BRA,14973.4074772561,1760056.58779546,1331.697785,8435.011433
Italy,Brazil,2018,82.6,USD millions,Roland Kpodar (IMF),Latin America,ITA,BRA,1913894.03892683,1797736.84496916,31819.39718,8722.336303
Italy,Brazil,2019,83.5,USD millions,Roland Kpodar (IMF),Latin America,ITA,BRA,1922107.75507816,1819683.21769938,32180.4341,8771.440513
Italy,Brazil,2020,84.7,USD millions,Roland Kpodar (IMF),Latin America,ITA,BRA,1751650.98723543,1760056.58779546,29469.79892,8435.011433
Japan,Brazil,2018,100.6,USD millions,Roland Kpodar (IMF),Latin America,JPN,BRA,4582763.01147855,1797736.84496916,36138.52908,8722.336303
Japan,Brazil,2019,100.4,USD millions,Roland Kpodar (IMF),Latin America,JPN,BRA,4564332.55009638,1819683.21769938,36043.7844,8771.440513
Japan,Brazil,2020,97.6,USD millions,Roland Kpodar (IMF),Latin America,JPN,BRA,4374056.27182401,1760056.58779546,34642.97187,8435.011433
Netherlands,Brazil,2018,15.9,USD millions,Roland Kpodar (IMF),Latin America,NLD,BRA,835096.710412613,1797736.84496916,48463.02997,8722.336303
Netherlands,Brazil,2019,16.1,USD millions,Roland Kpodar (IMF),Latin America,NLD,BRA,854304.699526719,1819683.21769938,49254.01589,8771.440513
Netherlands,Brazil,2020,13.8,USD millions,Roland Kpodar (IMF),Latin America,NLD,BRA,821260.592382701,1760056.58779546,47086.58042,8435.011433
Peru,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,PER,BRA,210305.37651278,1797736.84496916,6593.144375,8722.336303
Peru,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,PER,BRA,215017.545590315,1819683.21769938,6626.260835,8771.440513
Peru,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,PER,BRA,191509.018299917,1760056.58779546,5831.830248,8435.011433
Portugal,Brazil,2018,198.3,USD millions,Roland Kpodar (IMF),Latin America,PRT,BRA,215937.375270068,1797736.84496916,20997.77449,8722.336303
Portugal,Brazil,2019,236.9,USD millions,Roland Kpodar (IMF),Latin America,PRT,BRA,221866.33495096705,1819683.21769938,21569.18746,8771.440513
Portugal,Brazil,2020,214.0,USD millions,Roland Kpodar (IMF),Latin America,PRT,BRA,203663.018608844,1760056.58779546,19778.71385,8435.011433
Spain,Brazil,2018,106.9,USD millions,Roland Kpodar (IMF),Latin America,ESP,BRA,1307871.70170125,1797736.84496916,27956.72255,8722.336303
Spain,Brazil,2019,103.6,USD millions,Roland Kpodar (IMF),Latin America,ESP,BRA,1333521.40043269,1819683.21769938,28301.43939,8771.440513
Spain,Brazil,2020,123.1,USD millions,Roland Kpodar (IMF),Latin America,ESP,BRA,1187633.21729202,1760056.58779546,25077.01988,8435.011433
Switzerland,Brazil,2018,94.5,USD millions,Roland Kpodar (IMF),Latin America,CHE,BRA,738674.254331744,1797736.84496916,86756.60223,8722.336303
Switzerland,Brazil,2019,180.8,USD millions,Roland Kpodar (IMF),Latin America,CHE,BRA,747109.7827557939,1819683.21769938,87123.66042,8771.440513
Switzerland,Brazil,2020,93.1,USD millions,Roland Kpodar (IMF),Latin America,CHE,BRA,731108.655210761,1760056.58779546,84637.01329,8435.011433
United Kingdom,Brazil,2018,350.0,USD millions,Roland Kpodar (IMF),Latin America,GBR,BRA,3106499.24323244,1797736.84496916,46862.96736,8722.336303
United Kingdom,Brazil,2019,382.5,USD millions,Roland Kpodar (IMF),Latin America,GBR,BRA,3156963.55241756,1819683.21769938,47379.80148,8771.440513
United Kingdom,Brazil,2020,642.3,USD millions,Roland Kpodar (IMF),Latin America,GBR,BRA,2831893.57701153,1760056.58779546,42429.1858,8435.011433
United States,Brazil,2018,1077.2,USD millions,Roland Kpodar (IMF),Latin America,USA,BRA,19651869.1175825,1797736.84496916,59817.65568,8722.336303
United States,Brazil,2019,1229.6,USD millions,Roland Kpodar (IMF),Latin America,USA,BRA,20159639.089698102,1819683.21769938,61047.96482,8771.440513
United States,Brazil,2020,1560.0,USD millions,Roland Kpodar (IMF),Latin America,USA,BRA,19723580.2219382,1760056.58779546,59484.03355,8435.011433
Angola,Cabo Verde,2018,0.956092835,USD millions,Roland Kpodar (IMF),Africa,AGO,CPV,86872.9660328735,1978.5368093319296,2775.746423,3853.6794
Angola,Cabo Verde,2019,1.020664031,USD millions,Roland Kpodar (IMF),Africa,AGO,CPV,86262.8806849456,2116.00211092756,2664.43851,4115.902835
Angola,Cabo Verde,2020,0.48622965100000004,USD millions,Roland Kpodar (IMF),Africa,AGO,CPV,81399.1942507301,1675.7620337188598,2433.376373,3255.93629
Benin,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,BEN,CPV,13268.8123026618,1978.5368093319296,1071.504522,3853.6794
Benin,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,BEN,CPV,14179.8073746843,2116.00211092756,1114.173045,4115.902835
Benin,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,BEN,CPV,14725.5587232985,1675.7620337188598,1126.654041,3255.93629
Brazil,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,BRA,CPV,1797736.84496916,1978.5368093319296,8722.336303,3853.6794
Brazil,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,BRA,CPV,1819683.21769938,2116.00211092756,8771.440513,4115.902835
Brazil,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,BRA,CPV,1760056.58779546,1675.7620337188598,8435.011433,3255.93629
China,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,CHN,CPV,13745158.2751367,1978.5368093319296,9798.652852,3853.6794
